system:index,changed_mean,changed_mode,degradation_mean,degradation_mode,lulc_2018_mean,lulc_2018_mode,lulc_2023_mean,lulc_2023_mode,net_change,recovery_mean,recovery_mode,.geo
"1123,510",0.0,0.0,,,7.0,7.0,7.0,7.0,0,,,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[100.88080640662226,45.814079490095594],[100.97063793503422,45.814079490095594],[100.97063793503422,45.90391101850755],[100.88080640662226,45.90391101850755],[100.88080640662226,45.814079490095594]]]}"
"1124,510",0.0225,0.0,0.0,0.0,7.0,7.0,6.9325,7.0,0,0.0,0.0,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[100.97063793503422,45.814079490095594],[101.06046946344617,45.814079490095594],[101.06046946344617,45.90391101850755],[100.97063793503422,45.90391101850755],[100.97063793503422,45.814079490095594]]]}"
"1125,510",0.1575,0.0,0.0,0.0,6.9625,7.0,6.49,7.0,0,0.0,0.0,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[101.06046946344617,45.814079490095594],[101.15030099185812,45.814079490095594],[101.15030099185812,45.90391101850755],[101.06046946344617,45.90391101850755],[101.06046946344617,45.814079490095594]]]}"
"1126,510",0.305,0.0,0.0,0.0,6.9475,7.0,6.0475,7.0,0,0.0,0.0,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[101.15030099185812,45.814079490095594],[101.24013252027007,45.814079490095594],[101.24013252027007,45.90391101850755],[101.15030099185812,45.90391101850755],[101.15030099185812,45.814079490095594]]]}"
"1127,510",0.0725,0.0,0.0,0.0,6.9525,7.0,6.735,7.0,0,0.0,0.0,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[101.24013252027007,45.814079490095594],[101.32996404868202,45.814079490095594],[101.32996404868202,45.90391101850755],[101.24013252027007,45.90391101850755],[101.24013252027007,45.814079490095594]]]}"
"1128,510",0.075,0.0,0.36666666666666664,0.0,6.795,7.0,6.78,7.0,-0.2666666666666666,0.1,0.0,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[101.32996404868202,45.814079490095594],[101.41979557709398,45.814079490095594],[101.41979557709398,45.90391101850755],[101.32996404868202,45.90391101850755],[101.32996404868202,45.814079490095594]]]}"
"1129,510",0.075,0.0,0.03333333333333333,0.0,6.77,7.0,6.585,7.0,-0.03333333333333333,0.0,0.0,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[101.41979557709398,45.814079490095594],[101.50962710550593,45.814079490095594],[101.50962710550593,45.90391101850755],[101.41979557709398,45.90391101850755],[101.41979557709398,45.814079490095594]]]}"
"1130,510",0.07,0.0,0.0,0.0,7.0,7.0,6.79,7.0,0,0.0,0.0,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[101.50962710550593,45.814079490095594],[101.59945863391788,45.814079490095594],[101.59945863391788,45.90391101850755],[101.50962710550593,45.90391101850755],[101.50962710550593,45.814079490095594]]]}"
"1131,510",0.265,0.0,0.009433962264150943,0.0,6.7125,7.0,5.9375,7.0,-0.009433962264150943,0.0,0.0,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[101.59945863391788,45.814079490095594],[101.68929016232983,45.814079490095594],[101.68929016232983,45.90391101850755],[101.59945863391788,45.90391101850755],[101.59945863391788,45.814079490095594]]]}"
"1132,510",0.2325,0.0,0.0,0.0,6.8625,7.0,6.2025,7.0,0,0.0,0.0,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[101.68929016232983,45.814079490095594],[101.77912169074179,45.814079490095594],[101.77912169074179,45.90391101850755],[101.68929016232983,45.90391101850755],[101.68929016232983,45.814079490095594]]]}"
"1133,510",0.1,0.0,0.275,0.0,6.7975,7.0,6.6825,7.0,0.04999999999999999,0.325,0.0,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[101.77912169074179,45.814079490095594],[101.86895321915374,45.814079490095594],[101.86895321915374,45.90391101850755],[101.77912169074179,45.90391101850755],[101.77912169074179,45.814079490095594]]]}"
"1134,510",0.0525,0.0,0.23809523809523808,0.0,6.5925,7.0,6.54,7.0,0.42857142857142855,0.6666666666666666,1.0,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[101.86895321915374,45.814079490095594],[101.95878474756569,45.814079490095594],[101.95878474756569,45.90391101850755],[101.86895321915374,45.90391101850755],[101.86895321915374,45.814079490095594]]]}"
"1135,510",0.1525,0.0,0.06557377049180328,0.0,6.4875,7.0,6.2725,7.0,-0.06557377049180328,0.0,0.0,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[101.95878474756569,45.814079490095594],[102.04861627597764,45.814079490095594],[102.04861627597764,45.90391101850755],[101.95878474756569,45.90391101850755],[101.95878474756569,45.814079490095594]]]}"
"1136,510",0.15,0.0,0.0,0.0,6.9475,7.0,6.4975,7.0,0,0.0,0.0,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[102.04861627597764,45.814079490095594],[102.13844780438959,45.814079490095594],[102.13844780438959,45.90391101850755],[102.04861627597764,45.90391101850755],[102.04861627597764,45.814079490095594]]]}"
"1137,510",0.1425,0.0,0.0,0.0,6.9325,7.0,6.58,7.0,0,0.0,0.0,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[102.13844780438959,45.814079490095594],[102.22827933280155,45.814079490095594],[102.22827933280155,45.90391101850755],[102.13844780438959,45.90391101850755],[102.13844780438959,45.814079490095594]]]}"
"1138,510",0.435,0.0,0.0,0.0,6.745,7.0,5.47,4.0,0,0.0,0.0,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[102.22827933280155,45.814079490095594],[102.3181108612135,45.814079490095594],[102.3181108612135,45.90391101850755],[102.22827933280155,45.90391101850755],[102.22827933280155,45.814079490095594]]]}"
"1139,510",0.065,0.0,0.0,0.0,7.0,7.0,6.805,7.0,0,0.0,0.0,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[102.3181108612135,45.814079490095594],[102.40794238962545,45.814079490095594],[102.40794238962545,45.90391101850755],[102.3181108612135,45.90391101850755],[102.3181108612135,45.814079490095594]]]}"
"1140,510",0.085,0.0,0.029411764705882353,0.0,6.87,7.0,6.6775,7.0,-0.029411764705882353,0.0,0.0,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[102.40794238962545,45.814079490095594],[102.4977739180374,45.814079490095594],[102.4977739180374,45.90391101850755],[102.40794238962545,45.90391101850755],[102.40794238962545,45.814079490095594]]]}"
"1141,510",0.045,0.0,0.0,0.0,7.0,7.0,6.865,7.0,0,0.0,0.0,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[102.4977739180374,45.814079490095594],[102.58760544644934,45.814079490095594],[102.58760544644934,45.90391101850755],[102.4977739180374,45.90391101850755],[102.4977739180374,45.814079490095594]]]}"
"1142,510",0.03,0.0,0.0,0.0,6.895,7.0,6.835,7.0,0,0.0,0.0,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[102.58760544644934,45.814079490095594],[102.67743697486131,45.814079490095594],[102.67743697486131,45.90391101850755],[102.58760544644934,45.90391101850755],[102.58760544644934,45.814079490095594]]]}"
"1143,510",0.1575,0.0,0.0,0.0,6.745,7.0,6.3925,7.0,0,0.0,0.0,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[102.67743697486131,45.814079490095594],[102.76726850327326,45.814079490095594],[102.76726850327326,45.90391101850755],[102.67743697486131,45.90391101850755],[102.67743697486131,45.814079490095594]]]}"
"1144,510",0.0675,0.0,0.0,0.0,6.94,7.0,6.7975,7.0,0,0.0,0.0,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[102.76726850327326,45.814079490095594],[102.8571000316852,45.814079490095594],[102.8571000316852,45.90391101850755],[102.76726850327326,45.90391101850755],[102.76726850327326,45.814079490095594]]]}"
"1145,510",0.0875,0.0,0.02857142857142857,0.0,6.945,7.0,6.7075,7.0,-0.02857142857142857,0.0,0.0,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[102.8571000316852,45.814079490095594],[102.94693156009716,45.814079490095594],[102.94693156009716,45.90391101850755],[102.8571000316852,45.90391101850755],[102.8571000316852,45.814079490095594]]]}"
"1146,510",0.06,0.0,0.0,0.0,6.97,7.0,6.82,7.0,0,0.0,0.0,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[102.94693156009716,45.814079490095594],[103.03676308850912,45.814079490095594],[103.03676308850912,45.90391101850755],[102.94693156009716,45.90391101850755],[102.94693156009716,45.814079490095594]]]}"
"1147,510",0.1625,0.0,0.046153846153846156,0.0,6.6675,7.0,6.325,7.0,-0.046153846153846156,0.0,0.0,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[103.03676308850912,45.814079490095594],[103.12659461692107,45.814079490095594],[103.12659461692107,45.90391101850755],[103.03676308850912,45.90391101850755],[103.03676308850912,45.814079490095594]]]}"
"1148,510",0.03,0.0,0.5,0.0,6.93,7.0,6.9225,7.0,-0.25,0.25,0.0,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[103.12659461692107,45.814079490095594],[103.21642614533302,45.814079490095594],[103.21642614533302,45.90391101850755],[103.12659461692107,45.90391101850755],[103.12659461692107,45.814079490095594]]]}"
"1149,510",0.01,0.0,0.25,0.0,6.99,7.0,6.9775,7.0,0.25,0.5,0.0,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[103.21642614533302,45.814079490095594],[103.30625767374497,45.814079490095594],[103.30625767374497,45.90391101850755],[103.21642614533302,45.90391101850755],[103.21642614533302,45.814079490095594]]]}"
"1150,510",0.01,0.0,0.0,0.0,6.8675,7.0,6.865,7.0,0.5,0.5,0.0,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[103.30625767374497,45.814079490095594],[103.39608920215692,45.814079490095594],[103.39608920215692,45.90391101850755],[103.30625767374497,45.90391101850755],[103.30625767374497,45.814079490095594]]]}"
"1151,510",0.03,0.0,0.4166666666666667,0.0,6.92,7.0,6.95,7.0,-0.25,0.16666666666666666,0.0,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[103.39608920215692,45.814079490095594],[103.48592073056888,45.814079490095594],[103.48592073056888,45.90391101850755],[103.39608920215692,45.90391101850755],[103.39608920215692,45.814079490095594]]]}"
"1152,510",0.0675,0.0,0.0,0.0,6.8875,7.0,6.865,7.0,0,0.0,0.0,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[103.48592073056888,45.814079490095594],[103.57575225898083,45.814079490095594],[103.57575225898083,45.90391101850755],[103.48592073056888,45.90391101850755],[103.48592073056888,45.814079490095594]]]}"
"1153,510",0.0775,0.0,0.0,0.0,6.7825,7.0,6.88,7.0,0,0.0,0.0,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[103.57575225898083,45.814079490095594],[103.66558378739278,45.814079490095594],[103.66558378739278,45.90391101850755],[103.57575225898083,45.90391101850755],[103.57575225898083,45.814079490095594]]]}"
"1154,510",0.05,0.0,0.0,0.0,6.955,7.0,6.88,7.0,0,0.0,0.0,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[103.66558378739278,45.814079490095594],[103.75541531580473,45.814079490095594],[103.75541531580473,45.90391101850755],[103.66558378739278,45.90391101850755],[103.66558378739278,45.814079490095594]]]}"
"1155,510",0.0025,0.0,0.0,0.0,6.9775,7.0,6.97,7.0,0,0.0,0.0,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[103.75541531580473,45.814079490095594],[103.84524684421667,45.814079490095594],[103.84524684421667,45.90391101850755],[103.75541531580473,45.90391101850755],[103.75541531580473,45.814079490095594]]]}"
"1156,510",0.0025,0.0,0.0,0.0,7.0,7.0,6.9925,7.0,0,0.0,0.0,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[103.84524684421667,45.814079490095594],[103.93507837262864,45.814079490095594],[103.93507837262864,45.90391101850755],[103.84524684421667,45.90391101850755],[103.84524684421667,45.814079490095594]]]}"
"1157,510",0.0025,0.0,0.0,0.0,6.9925,7.0,7.0,7.0,0,0.0,0.0,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[103.93507837262864,45.814079490095594],[104.02490990104059,45.814079490095594],[104.02490990104059,45.90391101850755],[103.93507837262864,45.90391101850755],[103.93507837262864,45.814079490095594]]]}"
"1158,510",0.005,0.0,0.0,0.0,6.9925,7.0,6.9925,7.0,0,0.0,0.0,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[104.02490990104059,45.814079490095594],[104.11474142945254,45.814079490095594],[104.11474142945254,45.90391101850755],[104.02490990104059,45.90391101850755],[104.02490990104059,45.814079490095594]]]}"
"1159,510",0.0825,0.0,0.0,0.0,6.73,7.0,6.9775,7.0,0,0.0,0.0,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[104.11474142945254,45.814079490095594],[104.20457295786449,45.814079490095594],[104.20457295786449,45.90391101850755],[104.11474142945254,45.90391101850755],[104.11474142945254,45.814079490095594]]]}"
"1160,510",0.04,0.0,0.0,0.0,6.8275,7.0,6.8725,7.0,0,0.0,0.0,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[104.20457295786449,45.814079490095594],[104.29440448627645,45.814079490095594],[104.29440448627645,45.90391101850755],[104.20457295786449,45.90391101850755],[104.20457295786449,45.814079490095594]]]}"
"1161,510",0.0,0.0,,,7.0,7.0,7.0,7.0,0,,,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[104.29440448627645,45.814079490095594],[104.3842360146884,45.814079490095594],[104.3842360146884,45.90391101850755],[104.29440448627645,45.90391101850755],[104.29440448627645,45.814079490095594]]]}"
"1162,510",0.0,0.0,,,7.0,7.0,7.0,7.0,0,,,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[104.3842360146884,45.814079490095594],[104.47406754310035,45.814079490095594],[104.47406754310035,45.90391101850755],[104.3842360146884,45.90391101850755],[104.3842360146884,45.814079490095594]]]}"
"1163,510",0.01,0.0,0.0,0.0,7.0,7.0,6.97,7.0,0,0.0,0.0,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[104.47406754310035,45.814079490095594],[104.5638990715123,45.814079490095594],[104.5638990715123,45.90391101850755],[104.47406754310035,45.90391101850755],[104.47406754310035,45.814079490095594]]]}"
"1164,510",0.0625,0.0,0.0,0.0,7.0,7.0,6.8125,7.0,0,0.0,0.0,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[104.5638990715123,45.814079490095594],[104.65373059992424,45.814079490095594],[104.65373059992424,45.90391101850755],[104.5638990715123,45.90391101850755],[104.5638990715123,45.814079490095594]]]}"
"1165,510",0.0,0.0,,,7.0,7.0,7.0,7.0,0,,,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[104.65373059992424,45.814079490095594],[104.74356212833621,45.814079490095594],[104.74356212833621,45.90391101850755],[104.65373059992424,45.90391101850755],[104.65373059992424,45.814079490095594]]]}"
"1166,510",0.005,0.0,0.0,0.0,7.0,7.0,6.985,7.0,0,0.0,0.0,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[104.74356212833621,45.814079490095594],[104.83339365674816,45.814079490095594],[104.83339365674816,45.90391101850755],[104.74356212833621,45.90391101850755],[104.74356212833621,45.814079490095594]]]}"
"1167,510",0.0125,0.0,0.0,0.0,7.0,7.0,6.9625,7.0,0,0.0,0.0,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[104.83339365674816,45.814079490095594],[104.9232251851601,45.814079490095594],[104.9232251851601,45.90391101850755],[104.83339365674816,45.90391101850755],[104.83339365674816,45.814079490095594]]]}"
"1168,510",0.045,0.0,0.0,0.0,7.0,7.0,6.865,7.0,0,0.0,0.0,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[104.9232251851601,45.814079490095594],[105.01305671357206,45.814079490095594],[105.01305671357206,45.90391101850755],[104.9232251851601,45.90391101850755],[104.9232251851601,45.814079490095594]]]}"
"1169,510",0.1875,0.0,0.0,0.0,7.0,7.0,6.4375,7.0,0,0.0,0.0,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[105.01305671357206,45.814079490095594],[105.10288824198402,45.814079490095594],[105.10288824198402,45.90391101850755],[105.01305671357206,45.90391101850755],[105.01305671357206,45.814079490095594]]]}"
"1170,510",0.2025,0.0,0.0,0.0,6.985,7.0,6.3775,7.0,0,0.0,0.0,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[105.10288824198402,45.814079490095594],[105.19271977039597,45.814079490095594],[105.19271977039597,45.90391101850755],[105.10288824198402,45.90391101850755],[105.10288824198402,45.814079490095594]]]}"
"1171,510",0.0325,0.0,0.0,0.0,6.9925,7.0,6.91,7.0,0,0.0,0.0,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[105.19271977039597,45.814079490095594],[105.28255129880792,45.814079490095594],[105.28255129880792,45.90391101850755],[105.19271977039597,45.90391101850755],[105.19271977039597,45.814079490095594]]]}"
"1172,510",0.11,0.0,0.0,0.0,6.91,7.0,6.64,7.0,0,0.0,0.0,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[105.28255129880792,45.814079490095594],[105.37238282721987,45.814079490095594],[105.37238282721987,45.90391101850755],[105.28255129880792,45.90391101850755],[105.28255129880792,45.814079490095594]]]}"
"1173,510",0.08,0.0,0.0,0.0,6.9325,7.0,6.7975,7.0,0,0.0,0.0,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[105.37238282721987,45.814079490095594],[105.46221435563182,45.814079490095594],[105.46221435563182,45.90391101850755],[105.37238282721987,45.90391101850755],[105.37238282721987,45.814079490095594]]]}"
"1174,510",0.0475,0.0,0.0,0.0,7.0,7.0,6.86,7.0,0.05263157894736842,0.05263157894736842,0.0,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[105.46221435563182,45.814079490095594],[105.55204588404378,45.814079490095594],[105.55204588404378,45.90391101850755],[105.46221435563182,45.90391101850755],[105.46221435563182,45.814079490095594]]]}"
"1175,510",0.04,0.0,0.0,0.0,6.9475,7.0,6.8275,7.0,0,0.0,0.0,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[105.55204588404378,45.814079490095594],[105.64187741245573,45.814079490095594],[105.64187741245573,45.90391101850755],[105.55204588404378,45.90391101850755],[105.55204588404378,45.814079490095594]]]}"
"1176,510",0.075,0.0,0.0,0.0,6.9625,7.0,6.74,7.0,0.03333333333333333,0.03333333333333333,0.0,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[105.64187741245573,45.814079490095594],[105.73170894086768,45.814079490095594],[105.73170894086768,45.90391101850755],[105.64187741245573,45.90391101850755],[105.64187741245573,45.814079490095594]]]}"
"1177,510",0.085,0.0,0.0,0.0,6.8875,7.0,6.7775,7.0,0.029411764705882353,0.029411764705882353,0.0,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[105.73170894086768,45.814079490095594],[105.82154046927963,45.814079490095594],[105.82154046927963,45.90391101850755],[105.73170894086768,45.90391101850755],[105.73170894086768,45.814079490095594]]]}"
"1178,510",0.1325,0.0,0.0,0.0,6.16,7.0,5.8575,7.0,0.03773584905660377,0.03773584905660377,0.0,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[105.82154046927963,45.814079490095594],[105.91137199769157,45.814079490095594],[105.91137199769157,45.90391101850755],[105.82154046927963,45.90391101850755],[105.82154046927963,45.814079490095594]]]}"
"1179,510",0.255,0.0,0.0,0.0,6.205,7.0,5.5025,7.0,0.00980392156862745,0.00980392156862745,0.0,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[105.91137199769157,45.814079490095594],[106.00120352610354,45.814079490095594],[106.00120352610354,45.90391101850755],[105.91137199769157,45.90391101850755],[105.91137199769157,45.814079490095594]]]}"
"1180,510",0.22,0.0,0.0,0.0,6.265,7.0,5.935,7.0,0,0.0,0.0,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[106.00120352610354,45.814079490095594],[106.09103505451549,45.814079490095594],[106.09103505451549,45.90391101850755],[106.00120352610354,45.90391101850755],[106.00120352610354,45.814079490095594]]]}"
"1181,510",0.2775,0.0,0.0,0.0,6.3625,7.0,5.59,7.0,0,0.0,0.0,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[106.09103505451549,45.814079490095594],[106.18086658292744,45.814079490095594],[106.18086658292744,45.90391101850755],[106.09103505451549,45.90391101850755],[106.09103505451549,45.814079490095594]]]}"
"1182,510",0.2725,0.0,0.0,0.0,5.935,7.0,5.2675,4.0,0,0.0,0.0,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[106.18086658292744,45.814079490095594],[106.27069811133939,45.814079490095594],[106.27069811133939,45.90391101850755],[106.18086658292744,45.90391101850755],[106.18086658292744,45.814079490095594]]]}"
"1183,510",0.1975,0.0,0.0,0.0,6.5725,7.0,6.34,7.0,0,0.0,0.0,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[106.27069811133939,45.814079490095594],[106.36052963975135,45.814079490095594],[106.36052963975135,45.90391101850755],[106.27069811133939,45.90391101850755],[106.27069811133939,45.814079490095594]]]}"
"1184,510",0.0825,0.0,0.0,0.0,6.8875,7.0,6.7275,7.0,0.030303030303030304,0.030303030303030304,0.0,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[106.36052963975135,45.814079490095594],[106.4503611681633,45.814079490095594],[106.4503611681633,45.90391101850755],[106.36052963975135,45.90391101850755],[106.36052963975135,45.814079490095594]]]}"
"1185,510",0.1625,0.0,0.0,0.0,6.8275,7.0,6.405,7.0,0.03076923076923077,0.03076923076923077,0.0,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[106.4503611681633,45.814079490095594],[106.54019269657525,45.814079490095594],[106.54019269657525,45.90391101850755],[106.4503611681633,45.90391101850755],[106.4503611681633,45.814079490095594]]]}"
"1186,510",0.3225,0.0,0.0,0.0,6.0175,7.0,5.76,7.0,0.06201550387596899,0.06201550387596899,0.0,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[106.54019269657525,45.814079490095594],[106.6300242249872,45.814079490095594],[106.6300242249872,45.90391101850755],[106.54019269657525,45.90391101850755],[106.54019269657525,45.814079490095594]]]}"
"1187,510",0.33,0.0,0.0,0.0,5.305,4.0,5.795,7.0,0,0.0,0.0,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[106.6300242249872,45.814079490095594],[106.71985575339914,45.814079490095594],[106.71985575339914,45.90391101850755],[106.6300242249872,45.90391101850755],[106.6300242249872,45.814079490095594]]]}"
"1188,510",0.2525,0.0,0.0,0.0,5.6875,7.0,5.93,7.0,0.0594059405940594,0.0594059405940594,0.0,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[106.71985575339914,45.814079490095594],[106.80968728181111,45.814079490095594],[106.80968728181111,45.90391101850755],[106.71985575339914,45.90391101850755],[106.71985575339914,45.814079490095594]]]}"
